"Jan" "Feb" "Mar" "Apr" "Mai" "Jun" "Jul" "Max_crpss" "Month" "Sig_Jan" "Sig_Feb" "Sig_Mar" "Sig_Apr" "Sig_Mai" "Sig_Jun" "Sig_Jul" "Sig_all"
"122.11" -0.174501603929129 -0.283941955161509 -0.291645597049137 -0.289125123011438 -0.174643277172858 -0.0412396914400222 -0.769055492547398 -0.0412396914400222 6 0.0897513822705305 0.106146867919094 0.125684013226518 0.128786307198206 0.145080139564644 0.166545022411918 0.164947037985494 0.166545022411918
"122.17" 0.0282380748384049 0.0598325243783167 0.0618963487146957 -0.0330699640376446 -0.0253934346940436 -0.014035120778805 -0.135053361733925 0.0618963487146957 3 0.0848102099976523 0.0975370467951614 0.0947930473329068 0.122140759742884 0.122774658802517 0.101102840029672 0.0651881290463157 0.0947930473329068
"122.9" -0.129817132835801 -0.181541280623298 -0.165464997676204 -0.161217612535369 -0.033860534183815 -0.00900835623503271 -0.0568426640351063 -0.00900835623503271 6 0.0843744454471139 0.101362711751496 0.112492122085493 0.117023056601904 0.120716939208165 0.109251802934687 0.0880532041344461 0.109251802934687
"123.31" -0.222226540850161 -0.273317917095306 -0.369515186807025 -0.546861702044851 -0.546926471054157 -0.351998467326756 -0.132375527083305 -0.132375527083305 7 0.0952262284559638 0.110397207127649 0.131101661673239 0.181574218014824 0.201117673369305 0.19063444103218 0.0743755214578045 0.0743755214578045
"124.2" -0.131512412084378 -0.201724735017321 -0.290876537456619 -0.368624831347881 -0.280393977649036 -0.566534236985004 -0.208570810470049 -0.131512412084378 1 0.102839346239629 0.111320849836263 0.131828296159371 0.173093835849026 0.181357713431227 0.243642396317689 0.117499233786456 0.102839346239629
"127.11" -0.112130606494433 -0.118186365545662 -0.135145420426379 -0.142672581339836 -0.179708145023134 0.126350171934927 -0.116044231076729 0.126350171934927 6 0.0611283306329249 0.0880396599936592 0.0902388562163722 0.0922767426670223 0.118253187913555 0.11376772899444 0.119435992607068 0.11376772899444
"127.13" 0.00893227251438855 0.119432888517072 0.032071449225571 0.0565833789430749 0.106768609134694 -0.198806998766691 -0.150122087737935 0.119432888517072 2 0.033360161104007 0.094952470664289 0.0678797012594096 0.0935319022748437 0.0841981275417172 0.10251860845612 0.0553461050629869 0.094952470664289
"133.7" 0.00240887035719339 0.0685837225811193 0.00795630260377644 -0.00861066667717147 -0.0163700510771798 -0.22131823144354 -0.069665680210103 0.0685837225811193 2 0.0169861983066528 0.0687372091668908 0.0289729330207574 0.0580868581167058 0.110110825090669 0.101077546458926 0.0769530288306341 0.0687372091668908
"138.1" 0.00726580542840616 0.0868613587293865 0.0367069854319165 0.113299139534264 0.12279536088642 -0.11431738717071 -0.499017169302562 0.12279536088642 5 0.0224008494087842 0.0916402962155392 0.0482790919896289 0.0723635028428195 0.114089162472797 0.0808906891425022 0.121316912192759 0.114089162472797
"139.15" -0.018007771982578 -0.0835117160271437 -0.085334431817256 -0.0678386894237022 -0.118870654294406 -0.12545796940993 -0.440795220650922 -0.018007771982578 1 0.064405112877879 0.0847675051617961 0.103235650722853 0.105730605509582 0.124976664634223 0.133677879777846 0.137694314661764 0.064405112877879
"139.35" 0.0295564176140188 -0.0828509791851859 -0.0454904916212384 -0.049418542226217 -0.132373363036558 -0.00568893535882231 -0.372949376661078 0.0295564176140188 1 0.0782779811973935 0.114343020467874 0.124167598454086 0.131304368041407 0.142842318789857 0.15811185871988 0.145683614127753 0.0782779811973935
"148.2" -0.00158155606934707 0.0319274016265497 0.047702271617631 0.102889682064928 0.00214248541107798 -0.236753334688555 -0.0732585997965378 0.102889682064928 4 0.0212955135242603 0.0370904372641687 0.0557096404950034 0.0522148979133689 0.087931628635179 0.110566353788071 0.0695849977332326 0.0522148979133689
"15.21" -0.022064714607434 0.0012639507870208 -0.00210908030613077 -0.0142289807588809 0.0258144514680345 -0.0619968325545646 -0.141098005354598 0.0258144514680345 5 0.0488243029002537 0.0610922938714464 0.0772709672786663 0.0993669289636541 0.111731102253264 0.0553322549070929 0.0370591171855973 0.111731102253264
"15.49" 0.0855835675280288 0.0958815286209407 0.0928251254110672 0.0645335124695458 -0.0489570088111722 0.0154498154057964 -0.538827355062117 0.0958815286209407 2 0.0514019443228839 0.0668715494648624 0.0710922832043662 0.0804167401684748 0.127861459481888 0.145498150583375 0.204993417569914 0.0668715494648624
"15.53" 0.0974686117684798 0.0370297961585165 0.033410069910055 0.00409381352962557 -0.0548354865326122 0.111396896154368 -0.0416313715265488 0.111396896154368 6 0.0531901647342222 0.0606202966383947 0.0724038504377316 0.0881279104406575 0.119266435761555 0.0858851205854325 0.06062796461209 0.0858851205854325
"15.79" 0.0367286654408528 0.00714606159565934 -0.00423003836797697 -0.0837985607643419 -0.140190112519284 0.136835957828002 0.103459491954534 0.136835957828002 6 0.0456238172158739 0.058488149943902 0.0719047800412272 0.0933552560889736 0.110130775104681 0.0946109188704353 0.0957286981957197 0.0946109188704353
"151.15" 0.0083720826679774 -0.0417181432977158 -0.117314953652369 -0.0649750612888604 -0.00481260909959036 0.191671276715444 0.274321375853612 0.274321375853612 7 0.065678102692787 0.092671409493804 0.109647156633658 0.112060510952184 0.117245705615376 0.0985644279752172 0.0678197478327853 0.0678197478327853
"152.4" -0.150858992213446 -0.221947653873088 -0.146270016834777 -0.194972573200183 -0.232301919552568 -0.0815827281465606 0.183050921014316 0.183050921014316 7 0.0653859998228981 0.0996520245108146 0.117496500341381 0.127847355212655 0.145063364161842 0.158118659113132 0.105143775748265 0.105143775748265
"156.10" -0.0559531839015088 -0.0541940144681508 -0.0522882942010046 -0.0580269572642129 -0.0591409834957626 -0.0632225728359341 -0.195550119453234 -0.0522882942010046 3 0.0531237149305517 0.0542648398787998 0.0570429956930793 0.0578346116640599 0.0574704126745736 0.0606756186129035 0.0942514429920066 0.0570429956930793
"157.3" -0.0377015690622504 -0.0691923315538172 -0.0769327317881512 -0.0471546369981111 -0.0840271145850149 -0.0928672722272541 -0.180072162861875 -0.0377015690622504 1 0.0324692367758428 0.0435174377564791 0.0489684740498092 0.0550942302668157 0.0729969344199879 0.100913550100061 0.0800467996826717 0.0324692367758428
"16.122" 0.0801494119921542 0.00314216525263333 -0.040785538257651 -0.111894703010171 -0.251753819444483 -0.0978070311119223 -0.618602504384221 0.0801494119921542 1 0.0523954510736559 0.0643738001354004 0.0756878828847324 0.101112038089182 0.13887309235263 0.119743374761523 0.112364686283057 0.0523954510736559
"16.193" -0.0723145913988632 -0.109621044808053 -0.169012530211771 -0.311620904208083 -0.435147989873402 -0.533359719625821 -0.736552380137746 -0.0723145913988632 1 0.0642529096093931 0.0738308080266865 0.0955116046606475 0.129641639602936 0.155020515176121 0.124477954399895 0.0914803792701638 0.0642529096093931
"16.66" 0.00239638951974508 -0.0469399365151104 -0.0678240685364557 -0.12285862138922 -0.11629601678563 -0.625492839335752 -0.102545076946311 0.00239638951974508 1 0.0607250576340805 0.0718490005809247 0.0774318237748843 0.0894127715526686 0.116869120760854 0.347141752041743 0.0684977801617925 0.0607250576340805
"16.75" -0.0153336729693381 -0.126985856539778 -0.148121729190015 -0.197690595890216 -0.177170750261998 -0.642797336646338 -0.130656957678694 -0.0153336729693381 1 0.0946628963978636 0.12273811696645 0.126349287187455 0.142009150401594 0.171236289207826 0.343146462077377 0.108115982522969 0.0946628963978636
"161.7" 0.0752471659365539 0.082005994028433 0.0709717896701402 0.0972026276208738 0.0141980499582001 0.140936120890453 0.237681020859937 0.237681020859937 7 0.0572349624707441 0.0741025523998975 0.0838446337798197 0.0849956664873718 0.10380770045772 0.0902648661749397 0.0755861998596594 0.0755861998596594
"162.3" -0.0612459816531763 -0.194620885397504 -0.324623524830322 -0.371960262047431 -0.509867336058906 -0.312857728530068 -2.19990481795455 -0.0612459816531763 1 0.0579779968727191 0.105759439086157 0.125890283179407 0.142515261525264 0.176110862541829 0.199545754674107 0.567908600690495 0.0579779968727191
"163.5" -0.0207126767221624 -0.0321392078786464 -0.0549742283945798 0.000788852284494546 -0.0470698733680071 -0.0398504714162335 -0.387244908348895 0.000788852284494546 4 0.0661977552517575 0.0716252951232549 0.0877220456920525 0.0879442783579361 0.104354380710453 0.12345539272492 0.174681300990709 0.0879442783579361
"165.6" -0.00837474453405496 -0.0134774551403236 -0.0187481587256411 0.0109412923658269 -0.0704892524142604 -0.0449806021013979 -0.0512892844009529 0.0109412923658269 4 0.0191774205878542 0.0186709028291687 0.0204683337921157 0.0304790508153083 0.0662631537346938 0.0358526722204639 0.029622037521351 0.0304790508153083
"173.8" -0.00734386105185836 -0.00544843564398811 -0.0151772117215636 -0.0196029819730759 -0.0391840158749959 -0.0727980861946533 -0.152850344923798 -0.00544843564398811 2 0.0883888203027534 0.0842628841846565 0.0983141443320202 0.106689835273323 0.108298870582534 0.102861864196083 0.17021500085125 0.0842628841846565
"174.3" 0.0775811482920148 0.121299378263127 0.110370913838731 0.166989213275943 0.146920769195125 0.147273823082964 0.0345131048172883 0.166989213275943 4 0.0542870475601234 0.0636885348956537 0.0682401073157278 0.0664282722478713 0.0665211372053994 0.107199444199574 0.113147850525961 0.0664282722478713
"177.4" -0.059845942594698 -0.126677807465679 -0.126865037331457 -0.0660970664578042 -0.0148153756625427 0.0129487961537376 -0.124317926091297 0.0129487961537376 6 0.0509760325708845 0.0727033991292883 0.0841402439349397 0.0817038006864335 0.0667516802733293 0.0614723589126813 0.0617236659875613 0.0614723589126813
"18.10" -0.0323662667673097 -0.00732417957938125 0.0103642067012689 -0.00886470060312772 -0.0729622759446813 -0.218120493547038 -0.508766856790166 0.0103642067012689 3 0.0456633353773201 0.0367761921613909 0.0431901092268096 0.0494225338293347 0.0483827603364853 0.0952293459213316 0.175515941292144 0.0431901092268096
"191.2" -0.0117102478905373 0.036268614745492 0.0334057995241367 0.103533561493338 0.171584504902193 0.141596089631219 0.223024071971448 0.223024071971448 7 0.0501643631284834 0.0746427444601362 0.0801361455395056 0.0814999848117277 0.0846559704958727 0.0983372668577712 0.0848710437492486 0.0848710437492486
"196.35" 0.0123957025108485 0.0205937117211957 0.00414826360390352 0.0112526728445085 0.0470187639415811 -0.00372744996799379 -0.086237156943568 0.0470187639415811 5 0.0749699811000855 0.0943870962423317 0.105753693789732 0.103322187270009 0.103279642044847 0.133851538731842 0.151090169036839 0.103279642044847
"2.11" -0.00705318804195709 -0.0485005200056303 -0.0505878392490133 -0.0541145808384136 -0.0138281151900932 0.0737869513602353 -0.526981420146902 0.0737869513602353 6 0.0553461026556171 0.0658760722730091 0.0743681809144771 0.0864700941420257 0.103432160237889 0.123988630253897 0.124318691732544 0.123988630253897
"2.142" 0.124421892064094 0.117233802523439 0.110154998223918 0.113756529950627 0.24170016784829 -0.124628478703658 -0.319172697679804 0.24170016784829 5 0.0537289288791067 0.0677697027211211 0.0714839120718548 0.104680684782677 0.10441681623106 0.0636738868008154 0.114532565772019 0.10441681623106
"2.145" -0.051641246933209 -0.151011712775911 -0.125382157571729 -0.102470577132489 -0.15943490534265 0.0506508902278572 0.249076464101632 0.249076464101632 7 0.0464100893798374 0.0764638438956363 0.0840578570140463 0.0911959795353021 0.107456819513677 0.135268574546461 0.0829420452865619 0.0829420452865619
"2.265" 0.012533821656961 -0.00932437577573797 -0.00222926242377874 0.0311512969681522 0.0346901409864333 -0.63962907313448 -7.11977537482911 0.0346901409864333 5 0.0638670290215914 0.0721868983003001 0.0797978804177768 0.086920685815399 0.0980234850550131 0.358770030540008 0.951880724010177 0.0980234850550131
"2.268" -0.131470971446241 -0.267705958125958 -0.297009928031388 -0.272461976236191 -0.352836902718995 -0.218110480912426 0.0338116499764326 0.0338116499764326 7 0.07383762259421 0.0988094730734697 0.11078418926098 0.125278126013529 0.131008822973253 0.125649266406728 0.109577876352709 0.109577876352709
"2.279" -0.00622530900283258 0.00137609116623305 -0.0450793277639423 -0.128254066136841 -0.065586910877905 -0.0427395505277843 -0.233257935144066 0.00137609116623305 2 0.0620222434472724 0.0725131777226309 0.0813811687942523 0.129931207172451 0.136135813962445 0.0629224642150849 0.103540369955571 0.0725131777226309
"2.28" 0.0827005454529108 0.0322968136136337 0.0393602474142288 0.041839873575454 -0.021639745879352 -0.264628349238262 -1.70670210488527 0.0827005454529108 1 0.0555647720417644 0.0721924083072719 0.0778521678329105 0.0881004733762251 0.121432404371824 0.222403350364098 0.208241407201682 0.0555647720417644
"2.291" 0.0101452085916134 -0.0721716001455666 -0.0905477233280574 -0.139186644781049 -0.131863319914031 -0.10851936765824 0.0750304178464715 0.0750304178464715 7 0.0668592353687721 0.101552256437053 0.111535917764213 0.12757895500693 0.128629107569571 0.131904076026353 0.130504282520304 0.130504282520304
"2.32" -0.0607317108375327 -0.109507399541412 -0.121438398972716 -0.115248107181779 -0.104738567050351 0.125688522289511 -0.000880170856765394 0.125688522289511 6 0.0464523532929697 0.0553477572716453 0.059850947062033 0.0654217455811477 0.0740579577196365 0.0762815969745518 0.0829552268843277 0.0762815969745518
"2.323" -0.0485731277604013 -0.133048674774079 -0.174783589905014 -0.356220862501713 -0.408787877602072 -0.0385052531346177 0.0177836164216959 0.0177836164216959 7 0.0694156186295094 0.0803953900755912 0.0845488584144721 0.111056666756939 0.136881530721988 0.0412622671803574 0.0238972751922992 0.0238972751922992
"2.604" 0.000998010009287231 -0.0418761320192844 -0.0454611292661942 -0.0354382717336588 -0.0355298544673874 0.240732554410077 -0.0160952220596788 0.240732554410077 6 0.0490094588339702 0.0652499115608779 0.0721731123997693 0.08471090475658 0.12253285567344 0.112800676989788 0.0827787424721965 0.112800676989788
"2.614" -0.106066494836282 -0.282675883587486 -0.296524311636608 -0.306996086121992 -0.359364927401115 -0.0900435333010454 0.23350005138008 0.23350005138008 7 0.064173301615536 0.0960614796967025 0.114885993574241 0.124904390205774 0.149240229222483 0.150141181765888 0.0858070800527348 0.0858070800527348
"2.633" -0.0729380261478889 -0.00906631757137633 -0.0107817445992455 0.0761658270076871 -0.776346774551375 -0.856573691457728 -1.0763624058646 0.0761658270076871 4 0.0636243783137426 0.0923156735500702 0.10803564977439 0.131615849979811 0.15694859420792 0.119810547471191 0.177378099892798 0.131615849979811
"20.2" 0.0482749871210522 0.0700306282855169 0.0183889787423007 0.047103313635189 0.0919051605262495 0.129197549035682 0.0440545013730994 0.129197549035682 6 0.0455235112841867 0.0638737970898034 0.0863980055096953 0.110401471023588 0.130506258967077 0.0970362139599275 0.0531054103195295 0.0970362139599275
"200.4" -0.0758819247523457 -0.126486098996939 -0.0919442000412978 -0.111074763026691 -0.0478125974699899 -0.0904259314610765 -0.0968470770909295 -0.0478125974699899 5 0.044076311814227 0.075131881825343 0.0912587280365263 0.0980927601877265 0.110491636246164 0.157186753216384 0.159733281419935 0.110491636246164
"203.2" -0.0374659750102622 -0.0135913294524199 -0.0655328590856057 -0.0115809030433776 -0.0137447444995755 -0.000960704313373473 -0.448314895345805 -0.000960704313373473 6 0.0520727396506321 0.0875188594761487 0.108281316675846 0.110070000648144 0.141992648578087 0.168476335206278 0.18212606300652 0.168476335206278
"206.3" -0.0165323755670244 0.00321648444980249 0.0359383171328079 -0.00364397968221208 -0.0345448129509811 -0.00961800830176873 0.0707671003202558 0.0707671003202558 7 0.0740196477976103 0.0768084631030271 0.0718672882326806 0.0812752539265862 0.0799330534437828 0.082721736346505 0.120389060015906 0.120389060015906
"208.3" -0.0124839564199914 -0.023155555106346 -0.0800324441437092 -0.066828966833822 0.0552276974916031 0.0895973997080621 0.33011157510903 0.33011157510903 7 0.0761721107806025 0.0748108970758188 0.0774169677003427 0.0857465852503539 0.0711685650276031 0.0970220945517339 0.0842950477252001 0.0842950477252001
"21.47" -0.17745126049155 -0.267058247468791 -0.298631886072873 -0.435786641699415 -0.524292167146729 -0.197837307751916 -0.59652152720866 -0.17745126049155 1 0.0711313236081358 0.0856214332039414 0.0932722231243673 0.123434281957582 0.141521131322216 0.145647998508403 0.126843046813822 0.0711313236081358
"212.10" -0.0365209160262034 -0.0790230981889697 -0.212110151344701 -0.215869114705501 -0.0996099158096495 0.202970211876051 0.0444539743391563 0.202970211876051 6 0.0575348728607653 0.0683276277439609 0.0827352482592706 0.0896066816956406 0.0911071476795518 0.105953745632726 0.110787948612859 0.105953745632726
"212.49" -0.0439658422167319 -0.0889795110194016 -0.10521794324901 -0.115142403196665 -0.0950799602190178 0.0323960921220444 0.305068240392212 0.305068240392212 7 0.0587274879667785 0.0707285558002009 0.0790885781375841 0.0762495726012637 0.0917512675354892 0.0981850294883723 0.0917109841521545 0.0917109841521545
"22.22" -0.0293522516842084 0.0594449743004719 0.0214121517263025 -0.0125158580398241 0.0202117103109383 -0.00715968052029559 -0.00452886008102604 0.0594449743004719 2 0.0414846112191971 0.058727080860732 0.043023487694352 0.0629059839954666 0.0444135778785867 0.0261887613101682 0.0249777636863729 0.058727080860732
"22.4" -0.00766436785485425 -0.0510933844568129 -0.014100007878685 -0.0010136596188326 0.0551163134055653 0.0421062390148037 0.0451460892922577 0.0551163134055653 5 0.0459613674522644 0.0701497556285952 0.0682432639916505 0.0709790307086742 0.0803010678623171 0.0652441972579679 0.0413254233276239 0.0803010678623171
"223.2" 0.0142322496504946 0.0075115631885404 0.0241542483612198 0.0642176251889889 0.176600377944962 0.294483509515425 -0.0957490953213944 0.294483509515425 6 0.0687846954241042 0.0793110948519392 0.0836062385719428 0.0816734358169461 0.0730795685598753 0.100915407570797 0.187462274904143 0.100915407570797
"230.1" -0.142540122882371 -0.247894977507956 -0.238159772567885 -0.253505887988964 -0.161446568155678 0.113397734075367 -1.40033455878498 0.113397734075367 6 0.0823460341174736 0.0922679190146675 0.103330471950338 0.12025943842515 0.123105032739807 0.126766270524012 0.320799870703748 0.126766270524012
"234.13" -0.0176011496870179 -0.0265867669513653 -0.015718591468677 -0.0304448485570807 0.0912295719936247 0.43142730698366 0.0379677899431281 0.43142730698366 6 0.0788554734282046 0.0924380599876205 0.100957984175476 0.106386759650257 0.10153127731908 0.0737618072886314 0.0763849714401094 0.0737618072886314
"234.18" -0.104596868459512 -0.139553681181644 -0.158591712114863 -0.177755971373187 -0.0387637108818095 0.362986415032963 0.195079896032828 0.362986415032963 6 0.0661392838158904 0.073580170019963 0.0779439429761808 0.0843513375656643 0.0985228270104383 0.0878750443317882 0.0869326958430704 0.0878750443317882
"24.8" -0.0311792690728376 -0.00308629296469953 -0.122711796700903 -0.0280227743004624 -0.0055561968660065 -0.380932570735686 -0.672531970839946 -0.00308629296469953 2 0.054035774586573 0.10041852079258 0.0728981344697407 0.086153626781318 0.0666822730663929 0.0815137405797968 0.106105506685143 0.10041852079258
"24.9" -0.0343440611972599 -0.0303441102231796 0.0199487748681837 0.0184618695160909 0.204324857836388 0.00674265374957761 0.0405675359570604 0.204324857836388 5 0.057904504598697 0.0798992623867914 0.0853864706097316 0.0965036090555107 0.106016406212566 0.0877972496597879 0.045012706387947 0.106016406212566
"247.3" -0.102168119210502 -0.124222837738534 -0.0958024849899028 -0.076392453972792 -0.0259289097090922 0.274600008318117 -0.813434808006348 0.274600008318117 6 0.0926966147396124 0.106889373952902 0.111723774764876 0.120710670287948 0.11520600767418 0.12200836338501 0.130854016065273 0.12200836338501
"25.24" -0.106638411424377 -0.192415438719948 -0.182637348789209 -0.23528048572262 -0.24502140596682 -0.0402993546130002 -0.0194053725816883 -0.0194053725816883 7 0.0799675284819446 0.114891565649186 0.128408419905323 0.152249760822526 0.159397023766754 0.16088934606053 0.0978451115709839 0.0978451115709839
"26.20" -0.0659337139662144 -0.305661312469556 -0.561969229142944 -1.01921935111725 -1.62482299590291 -4.47539871448784 -4.79433320935625 -0.0659337139662144 1 0.0432141643908553 0.0955798499936716 0.109956956078309 0.186733155735641 0.247480360805187 0.638941225828614 0.598036302615884 0.0432141643908553
"26.26" -0.150304880050991 -0.358558099953996 -0.388292962905048 -0.512479533566964 -0.755557782311817 -1.09411273482444 -1.20890634172603 -0.150304880050991 1 0.100290154159572 0.136769552662956 0.141239321922914 0.165289678526238 0.202599554353609 0.265933692856438 0.228145583315038 0.100290154159572
"26.29" -0.044791068119274 -0.0137950145588694 -0.103062385439232 -0.230429406415915 -0.275156279838667 -0.729114381038065 -0.906310988992998 -0.0137950145588694 2 0.0300711778745768 0.0348570353020223 0.0436270008427859 0.0737295509809292 0.0701407365479369 0.102684278557807 0.105013171095273 0.0348570353020223
"27.24" -0.0158871856778888 0.0283592587681476 -0.0576471015988393 -0.241809546850584 -0.143237701601061 -0.31850164227369 -0.423879646442721 0.0283592587681476 2 0.0253015401116983 0.0561909728971268 0.0500677324918222 0.111642201929376 0.127187078031216 0.117954988879189 0.0744223354160884 0.0561909728971268
"28.7" -0.181554571653175 -0.16401475985633 -0.103685416072513 -0.266675647129299 -0.0313300845868814 -0.0513668533602152 -0.083286558345594 -0.0313300845868814 5 0.0988044945191889 0.089459842978303 0.0867194825876802 0.118410825943497 0.0634804394079566 0.0558555029120385 0.0688328943369565 0.0634804394079566
"3.22" 0.0229552971363486 0.0991116198216255 0.00624784873107975 0.0189129107347366 -0.523691759071138 -0.878363043673665 -1.23979347029027 0.0991116198216255 2 0.0362996357443881 0.0665693183647955 0.117138864653137 0.134175150472124 0.16984212388562 0.0926179368359823 0.160887350280262 0.0665693183647955
"311.460" 0.0301401186531876 -0.0176685856638263 0.0027656684562255 0.0181084838685763 0.0953382148743399 0.334075957024712 -0.105708691885836 0.334075957024712 6 0.0637561539933549 0.0815570210120384 0.0935624757530763 0.104650827317992 0.115864784690864 0.0960213803548813 0.13489151908385 0.0960213803548813
"311.6" 0.0492972606950233 0.00487522686086728 0.00623426545085159 0.0467764180224286 0.140135771875456 0.301174714781127 0.089141044005937 0.301174714781127 6 0.0592585224564544 0.0739931308004208 0.082443224495394 0.0883648838140854 0.105220241243491 0.0967017955299354 0.102981240161153 0.0967017955299354
"313.10" 0.040247397724636 0.130291848116314 0.205347481465979 0.22533942325648 0.216984514316756 -0.888757817535324 -2.03870809529857 0.22533942325648 4 0.0582008978343403 0.0741100705940689 0.0957416250379719 0.123806964116996 0.122734150839529 0.174552407949725 0.313146117144461 0.123806964116996
