"Jan" "Feb" "Mar" "Apr" "Mai" "Jun" "Jul" "Max_bss" "Month" "Sig_Jan" "Sig_Feb" "Sig_Mar" "Sig_Apr" "Sig_Mai" "Sig_Jun" "Sig_Jul" "Sig_all"
"122.17" 0.0379834782225594 -0.0217027467594253 -0.098561978440564 -0.30912272936968 -0.0949523655674938 0.179040343298086 -0.000909123556488201 0.179040343298086 6 0.113378286951227 0.117007144352143 0.13925422087324 0.172263889931893 0.169547425631622 0.149287457320742 0.0324254529422048 0.149287457320742
"122.9" -0.2473591852852 -0.308474673886947 -0.205768904730246 -0.227897473849943 -0.087982690334153 0.257618783478354 -0.0129070181393693 0.257618783478354 6 0.12238930223732 0.132018595421301 0.152800407731133 0.164595553560956 0.169321480330584 0.173281112401357 0.0173795550383104 0.173281112401357
"123.31" -0.203132144490169 -0.26212754107491 -0.345948203842941 -0.448132114798781 -0.357752234993614 -0.29915209326974 -0.142631993695823 -0.142631993695823 7 0.0688483306113352 0.104774918876975 0.124831419047468 0.153669686957806 0.193798238080044 0.223956725171062 0.075564539446799 0.075564539446799
"124.2" -0.122549019607843 -0.30623697290364 -0.310399459768324 -0.22608024691358 -0.0882503192848021 -0.704846822130773 -0.395545872670056 -0.0882503192848021 5 0.0947143593064927 0.120642560977348 0.150112063012284 0.178537223305067 0.214266234994385 0.52390792895805 0.391067822907861 0.214266234994385
"127.11" -0.15125279681851 -0.179045638215759 -0.035322235952862 0.0373001511201926 0.102276792525483 0.0924311004054684 -Inf 0.102276792525483 5 0.111321125567106 0.144899864358948 0.135410585466948 0.142223129095973 0.158158327204231 0.314762706660249 NA 0.158158327204231
"127.13" 0.00417057407851595 0.115610123606017 0.075066025317294 0.130739084654655 0.0810294154172222 -1.28660369079454 0.0023926415922243 0.130739084654655 4 0.0833926249293758 0.0922415197694342 0.121084573948221 0.153395322414063 0.223174179452642 1.47726075667282 0.0670994508379965 0.153395322414063
"133.7" -0.0158693415637861 0.0067340067340067 0.0052583447645177 -0.0211243138072406 0.0755102040816327 -Inf -Inf 0.0755102040816327 5 0.0456830758692446 0.0648590461353426 0.0650867529931909 0.0979810857188827 0.284586529988197 NA NA 0.284586529988197
"138.1" 0.0302832244008715 0.030830140485313 0.0773405349794237 0.0480967078189301 -0.0568815729309557 -Inf -Inf 0.0773405349794237 3 0.0337513005210995 0.0621836568523838 0.0944173232486632 0.149537686504381 0.277331147768025 NA NA 0.0944173232486632
"139.15" 0.0042100924453865 0.0307156780840993 0.0873015873015873 0.0906706145135316 0.00301283050231138 0.168261316872428 0.0090992226794695 0.168261316872428 6 0.100365676994174 0.136018658378715 0.147473705093192 0.150126868098216 0.150219498801996 0.146696891673014 0.126452889847926 0.146696891673014
"139.35" -0.00872453000112583 -0.0949566587864461 0.0629025764895331 0.172353059581321 0.22990152851264 0.189557613168724 -0.389009924957637 0.22990152851264 5 0.0633014905318158 0.136686716199028 0.123991943236043 0.143605791744554 0.154771021531223 0.18039481600159 0.389024170336655 0.154771021531223
"148.2" -0.00104364422878445 -0.0360915716629167 -0.0414794776680953 0.0625378310811685 -0.111939134950227 0.873777807214352 -Inf 0.873777807214352 6 0.030669929589755 0.0630300504448228 0.110892406675854 0.121212700917638 0.296884889919722 0.116799590865496 NA 0.116799590865496
"15.21" 0.00204069200779744 -0.00874147173489259 0.0166301169590645 -0.106176900584795 -0.0567584678695789 0.0213151927437641 0.0117157974300831 0.0213151927437641 6 0.0761006643829559 0.0950153911536993 0.119155903324125 0.157317505690289 0.19064205512172 0.0135991179280395 0.020457943586537 0.0135991179280395
"15.49" 0.14923191234032 0.175650304093854 0.120071684587814 0.153186847436497 0.00187003272557251 -0.0206481481481482 -0.000534188034188032 0.175650304093854 2 0.0844607856695707 0.10472484649925 0.116888356794807 0.127656252814928 0.192682659322832 0.40411576353455 0.0268240911839534 0.10472484649925
"15.53" 0.0836042921686009 -0.0136263216668038 0.0293904020191973 0.0520109403291014 -0.137172315617277 0.336019108016591 -0.0671676904781744 0.336019108016591 6 0.108992427290012 0.156647053267145 0.171326457971945 0.186741947175341 0.223549864166488 0.151633863441697 0.0645728915249789 0.151633863441697
"15.79" -0.0135345221764973 -0.171147690900777 -0.248285322359396 -0.467581161408322 -0.587700045724737 0.0293320105820108 -0.00884353741496602 0.0293320105820108 6 0.0842129340133139 0.116154946459059 0.152071181312274 0.229759486650462 0.274706643147927 0.202491493622124 0.401690767513991 0.202491493622124
"151.15" 0.0916801335714974 0.0979654317511224 -0.0283690616593395 0.0231703834135851 0.0989710794598624 0.344643231356153 0.299139868486119 0.344643231356153 6 0.076042673998368 0.117062143450348 0.148413466461414 0.157825187248792 0.156526652369187 0.148570125691223 0.142573886908102 0.148570125691223
"152.4" -0.215826023391813 -0.324808935920047 -0.33510101010101 -0.404526748971193 -0.455875628715135 -0.801203703703704 -Inf -0.215826023391813 1 0.105054968340895 0.150806272492465 0.191982418853163 0.228534693777336 0.293637164282394 0.715987740309132 NA 0.105054968340895
"156.10" 0.0588754873294348 0.0463572124756336 0.0529666179337233 0.0702363547758285 0.0598501461988304 0.0753228557504874 -0.0136259716506633 0.0753228557504874 6 0.031124885573061 0.0385810601415487 0.0464442071830788 0.0463332350267506 0.0468675599423954 0.0469836434689819 0.0656963303640955 0.0469836434689819
"157.3" -0.0318287037037037 -0.0600946811473126 -0.0519342872284048 -0.0446097883597885 -0.168308080808081 -0.17049114331723 -0.0367155349794239 -0.0318287037037037 1 0.0239393451604145 0.0359348259052368 0.0476366562170147 0.0732758098407389 0.164339471755689 0.230341392804058 0.0892202760158739 0.0239393451604145
"16.122" 0.147135168807668 0.215030932246502 0.172533741384734 0.113899729516779 -0.0339320744030343 0.225456838693244 -0.0259465008651596 0.225456838693244 6 0.0635728686381896 0.077315906469232 0.0924587409836242 0.126937871663696 0.185864860754171 0.125141599089489 0.0384903649369721 0.125141599089489
"16.193" -0.0258189888493106 -0.0367115862816034 -0.0843200514091191 -0.211672844751929 -0.31644141895386 -0.0309696037811591 0.0026309931135936 0.0026309931135936 7 0.0930239966044641 0.111953710551975 0.132286694155472 0.170386802354472 0.189965977854544 0.0441744271768398 0.03796289942635 0.03796289942635
"16.66" 0.0346312124089903 0.115574548907882 0.134979423868313 0.102880658436214 0.0453688983100746 -1.92898148148148 0.030982905982906 0.134979423868313 3 0.0728994042401145 0.0916115830492914 0.100663791251256 0.129613017677428 0.162845450122397 1.37203987598387 0.0344339524513733 0.100663791251256
"16.75" -0.131121399176955 -0.112962962962963 -0.0906378600823046 -0.185082304526749 -0.0625514403292182 -1.92268518518518 -Inf -0.0625514403292182 5 0.129505296642189 0.139635339798753 0.14053401499432 0.163132788939456 0.169213538718306 1.46388917752452 NA 0.169213538718306
"161.7" 0.0661744374186523 0.0770586465273186 0.0686679107780923 0.092138223510598 -0.0328124970568902 0.00135712960848766 0.106368375503299 0.106368375503299 7 0.0855950152687198 0.106813138762967 0.11610753557533 0.121457672705802 0.144220042826625 0.144357736316489 0.231986726640494 0.231986726640494
"162.3" -0.045457423235201 -0.156278229448961 -0.268952817733305 -0.315718157181571 -0.497984851643388 -1.15009259259259 -Inf -0.045457423235201 1 0.119518201462633 0.175393989067533 0.200200054721844 0.224510889592596 0.274831039647183 1.01341003745455 NA 0.119518201462633
"163.5" -0.0283014048531289 -0.00112388250319273 -0.00988505747126456 0.0862068965517242 0.050344827586207 0.107199105827364 -0.695656149977138 0.107199105827364 6 0.108731092225229 0.116587534730408 0.131775303528884 0.122280901875319 0.144956606015489 0.14857663684243 0.407812790831347 0.14857663684243
"165.6" 0.0146745623603968 0.0216981687569923 0.00955458272531462 0.0173107890499195 -0.471677559912854 -Inf -Inf 0.0216981687569923 2 0.0121626920527136 0.0173098115051413 0.0401651655741393 0.0730667354569861 0.509587007937495 NA NA 0.0173098115051413
"173.8" -Inf -Inf -Inf -Inf -Inf -Inf 0.244126416141394 0.244126416141394 7 NA NA NA NA NA NA 0.190965022778847 0.190965022778847
"174.3" 0.0788704475272597 0.0841331052096606 0.11954640586415 0.219701359882343 0.28859003622809 0.103889422213209 -0.0481109040269723 0.28859003622809 5 0.0868239433882355 0.0930196241275025 0.113484310691152 0.127250093315957 0.133354664694307 0.146213533026787 0.203195035434741 0.133354664694307
"177.4" -0.257051168815875 -0.368427069044353 -0.380944865319865 -0.150140485312899 -0.087937242798354 -0.00153160679476483 -0.069796240009006 -0.00153160679476483 6 0.163985943279405 0.211775590618079 0.198567989879037 0.155734572209576 0.137031066714964 0.131167532056179 0.0408661344884085 0.131167532056179
"18.10" 0.0294141339033986 1.88229132140894e-05 0.000153973768341364 0.0211753377748393 -0.0494126023495907 0.011961243929916 0.0114267837300944 0.0294141339033986 1 0.0359837546974104 0.0571929749836618 0.0741239353495221 0.0698717595223859 0.069587883985105 0.0319679002462208 0.0316888699610387 0.0359837546974104
"191.2" 0.0366214742091319 0.117845117845118 0.107191708754209 0.232796717171717 0.252525252525252 0.352186890838207 0.172597434035342 0.352186890838207 6 0.0939194929875186 0.116687831882137 0.11885540127815 0.1248746053432 0.124568193691334 0.118134796915415 0.117899245392903 0.118134796915415
"196.35" 0.157553968458272 0.105796568144681 0.0618319240134565 0.0880327656659798 0.204586626834523 0.0398015363913385 0.184034742590667 0.204586626834523 5 0.119330900083913 0.134073872333735 0.149981920814571 0.154795436192062 0.161563618241572 0.171390015082742 0.275265505834508 0.161563618241572
"2.11" 0.0530864197530864 0.0189814814814815 -0.0146347736625514 0.0519290123456789 0.146502057613169 0.43968253968254 -Inf 0.43968253968254 6 0.083821134438682 0.110550405610954 0.123218060271304 0.129160001137592 0.131865087063706 0.246454428427575 NA 0.246454428427575
"2.142" 0.0951558483941731 -0.00510403597075704 -0.00612177035134831 -0.0446130065403831 0.148547759745201 -0.133069580929223 -Inf 0.148547759745201 5 0.0975431562453439 0.116213641377583 0.124048901734967 0.16324752859346 0.180705856280752 0.244484291939373 NA 0.180705856280752
"2.145" -0.0663126361655775 -0.17775054466231 -0.141230936819172 -0.0437091503267975 -0.110511982570806 0.0943039591315453 0.197971781305115 0.197971781305115 7 0.0688187163985118 0.127391837303695 0.14035398574987 0.151016197750935 0.161963799532241 0.171422998061622 0.10505906878402 0.10505906878402
"2.265" -0.0223780962847167 -0.00727692045753581 0.0781729404966436 0.107492015829038 0.0151184082220192 -0.0542495950171238 -Inf 0.107492015829038 4 0.104931050622437 0.105676786155358 0.11247016775066 0.122727771310902 0.132822748235287 0.48665218831398 NA 0.122727771310902
"2.268" -0.0881924659702438 -0.126812282367838 -0.102437480215258 -0.151471984805318 -0.219689775245331 0.0120579225842384 0.0973365340649293 0.0973365340649293 7 0.0921318129073581 0.112662915816439 0.135999756688494 0.150115233511087 0.180953588302605 0.161911351011812 0.162234691931387 0.162234691931387
"2.279" 0.0921831697929351 0.0949730361844899 0.0606405987537232 0.0206145020874461 -0.00756942995216514 0.0191714133143466 0.0199999999999999 0.0949730361844899 2 0.0903592353668338 0.111532909655207 0.124954085057384 0.170913085527304 0.196372634879663 0.047674912434671 0.0192450089729719 0.111532909655207
"2.28" 0.201941251596424 0.126053639846743 0.108863346104725 0.174457215836526 0.113512132822478 0.394351851851852 NA 0.394351851851852 6 0.092905982996349 0.128647329706131 0.127335548771926 0.135017804684669 0.166632435152902 0.264590602544501 NA 0.264590602544501
"2.291" 0.0865723809832032 0.161061813637717 0.108865949693901 0.0521809371018543 0.114952930911838 0.191280362741939 0.39428584476416 0.39428584476416 7 0.1489859386495 0.158064107361717 0.184205685339864 0.280995481280213 0.275532898469751 0.228723292248786 0.177790751064599 0.177790751064599
"2.32" -0.0997274330607665 -0.148121425899204 -0.167254556143445 -0.140799529688419 -0.0280583613916949 0.207101086048454 -0.6875 0.207101086048454 6 0.111997039612038 0.125130485609564 0.136174258155534 0.142071456486368 0.142405448542166 0.116462472424146 0.701852986269095 0.116462472424146
"2.323" 0.0391431421928634 0.0374109925077055 -0.0342756935850563 -0.123466208075203 -0.0768197209398112 -0.00464681739156636 -0.000516795865633135 0.0391431421928634 1 0.0988959286714456 0.119247611026133 0.128590564478047 0.157480997121351 0.174878538858354 0.0389493724212152 0.0296953324957077 0.0988959286714456
"2.604" -0.035632183908046 -0.0551213282247764 -0.112515964240102 -0.0977011494252875 -0.0732056194125161 0.242767083192615 -0.0073375262054507 0.242767083192615 6 0.0924357151831868 0.110645138017225 0.126393905256908 0.14396122300392 0.159690671249363 0.214366323298247 0.00943404518916074 0.214366323298247
"2.614" -0.0299497027892091 -0.170153177869227 -0.114426154549611 -0.160465249199817 -0.308584819387289 -0.0553997194950913 0.0549074074074074 0.0549074074074074 7 0.089015310412292 0.134292444381346 0.140094363593529 0.153783898758778 0.183944597151889 0.183922425462718 0.0737856341491447 0.0737856341491447
"2.633" 0.010877780395584 0.0430531974453299 0.195910191667875 0.187834298045524 -0.186687577574014 -0.0302066772655007 -0.000772200772200859 0.195910191667875 3 0.0507663569804932 0.0633757685681782 0.0881161554603143 0.154613781829761 0.110209973503352 0.0422180588556464 0.0330041795048158 0.0881161554603143
"20.2" 0.060763888888889 0.199926900584795 0.133863304093567 0.154239766081872 0.302880658436214 0.502492877492878 -Inf 0.502492877492878 6 0.077207725874332 0.0779718417360786 0.114309539269197 0.143758461301971 0.175166098398954 0.33914141547422 NA 0.33914141547422
"200.4" -0.0561868686868687 -0.039246632996633 -0.0274237472766885 -0.0614106753812635 0.0125870231133389 -0.167550505050505 -0.524458420684836 0.0125870231133389 5 0.0680457221036074 0.111971935263021 0.133887636716009 0.146080212412539 0.164723863479978 0.291907196701705 0.929960799310949 0.164723863479978
"203.2" -0.0393770638207032 -0.0701745911638179 -0.137876505972784 -0.0772553901854398 -0.0866271694314653 -0.00635104018433874 -0.710866057622105 -0.00635104018433874 6 0.100543945427226 0.133037378683808 0.159020056388965 0.162747050100735 0.169600950215492 0.165509917515841 0.425192113432351 0.165509917515841
"206.3" 0.00777913593862312 0.0825153595267513 0.0514764916464807 0.00793896533038541 -0.0606598096140638 -0.0395303640230662 0.33434985567417 0.33434985567417 7 0.136410086042453 0.149752992528134 0.13893502242919 0.140600412683773 0.142887170078037 0.151364172901367 0.167366545706701 0.167366545706701
"208.3" -0.226137407459349 -0.190491202120489 -0.204043920075722 -0.196270285625928 -0.0355299364436661 0.0711598894319847 0.216026408621638 0.216026408621638 7 0.0709859570675473 0.0773681772600813 0.0861353350479514 0.0933607646824657 0.081423821227798 0.147346144277184 0.0781268578716013 0.0781268578716013
"21.47" -0.152546408587259 -0.152512157579575 -0.133948111414514 -0.237009393537517 -0.345276828828582 -0.203657199950859 -0.0127337952186652 -0.0127337952186652 7 0.11015087753324 0.136069878287464 0.151502073899143 0.178732025399385 0.19556649720149 0.210420957690396 0.0388557205669335 0.0388557205669335
"212.10" 0.00943332121029261 -0.128972771023682 -0.245193271327755 -0.201437499171972 0.137715890913147 0.503256947229998 NA 0.503256947229998 6 0.0789479948671585 0.110473955121647 0.13863916024757 0.15098333008099 0.145398145679294 0.152442793798291 NA 0.152442793798291
"212.49" -0.0651333940716872 -0.186327078375897 -0.18723247409642 -0.190034889421846 -0.107514536608521 -0.0725243795453387 0.450768303049237 0.450768303049237 7 0.132019452818321 0.171040473977151 0.154680471321754 0.157166631134921 0.180873828167303 0.224805659054582 0.321206625753327 0.321206625753327
"22.22" -0.039504391969031 0.0692465907150412 -0.0207425152327634 0.0273942199053624 -0.03357585318877 0.00364926370188201 0.00151193641629432 0.0692465907150412 2 0.0973884298488811 0.103587701814966 0.189260884598463 0.106480231182186 0.0612336326776398 0.0100540133671616 0.023682891749609 0.103587701814966
"22.4" -0.0202569916855631 0.00556765916243041 0.00925925925925941 -0.0167378917378918 -0.0105056980056979 0.00872507122507138 0.0146750524109014 0.0146750524109014 7 0.0142239933179871 0.0184235215276141 0.0161920144703056 0.030134208013813 0.0173137423577242 0.0238092328991623 0.0147119492752403 0.0147119492752403
"223.2" -0.0656244479773893 -0.0554966731437321 -0.0413354531001593 -0.00630041806512405 0.0887652358240593 0.408933658933659 0.117343304843305 0.408933658933659 6 0.112939832181831 0.125720751125336 0.127023845686182 0.131920348976896 0.130515080535533 0.122258501181887 0.0675230612876406 0.122258501181887
"230.1" -0.239959504576199 -0.3132436625146 -0.239410401375507 -0.301628017884594 -0.289626373635321 0.198929068714193 -0.624444668952168 0.198929068714193 6 0.11385062785049 0.141534006234744 0.143254263979467 0.16536419212 0.193080903889228 0.161664620966916 0.569139749575689 0.161664620966916
"234.13" -0.115293166808255 -0.192677862038949 -0.227666013342306 -0.267091865177849 0.0413099842036244 0.382232999890529 0.0256415190555453 0.382232999890529 6 0.12408355254767 0.146140187340057 0.157145048881282 0.160846902555856 0.152103944944021 0.174538497338234 0.0212559399422869 0.174538497338234
"234.18" -0.114150047483381 -0.235422602089269 -0.228426717315606 -0.204906616017727 -0.111965811965812 0.341600529100529 -Inf 0.341600529100529 6 0.132366280207802 0.161506955232167 0.180537362023615 0.174241882190167 0.193705071761346 0.215279703430422 NA 0.215279703430422
"24.8" 0.101266607086349 0.157879230552043 0.072534091808077 0.155415919185996 0.0066650844507733 0.0156639373442506 0.0156639373442506 0.157879230552043 2 0.042723799549494 0.087688247490731 0.0474142053363071 0.0649446368856316 0.00614181670034317 0.0127895512854364 0.0127895512854364 0.087688247490731
"24.9" 0.0627362055933485 0.0712902444928588 0.122685185185185 0.0820868945868946 0.0427350427350427 NA NA 0.122685185185185 3 0.054218855399954 0.0765844572802782 0.100450313014919 0.0898554592570972 0.0647718319613942 NA NA 0.100450313014919
"247.3" -0.11225422953818 -0.0881344307270235 -0.0840763603109282 -0.0978509373571101 -0.0957647462277094 0.577270516294907 NA 0.577270516294907 6 0.10068667922654 0.0960118372138993 0.101253044575389 0.106543741810215 0.138581061836005 0.147586733267599 NA 0.147586733267599
"25.24" -0.122282830755041 -0.148836885902456 -0.106450131207051 -0.18452279334822 -0.16936513587279 -0.096981657264781 -0.260530060722135 -0.096981657264781 6 0.119520010645536 0.138432811397202 0.148475627105189 0.161368365388805 0.16795400380544 0.1897973291016 0.227336194956281 0.1897973291016
"26.20" -0.112384501902322 0.00792516504730745 0.0267142084870816 0.0364938095803172 -Inf NA NA 0.0364938095803172 4 0.12776939592281 0.0143799479590011 0.0180941543970616 0.00499121616960237 NA NA NA 0.00499121616960237
"26.26" -0.177600514404144 -0.173780428909292 -0.247174010777807 -0.269080341757135 -0.506217200638932 -1.14123646925385 -0.0716716202902632 -0.0716716202902632 7 0.119622378130438 0.146040624713966 0.158535558312291 0.170533901112515 0.189377120873383 0.507124152406339 0.0728116220828131 0.0728116220828131
"26.29" 0.0194978850241071 0.0449249424324838 -0.00133663412714791 0.0106692877322059 0.025622529088831 NA -Inf 0.0449249424324838 2 0.0426652516596861 0.0455377110924172 0.0513905660197995 0.0278579011450677 0.0214978049402851 NA NA 0.0455377110924172
"27.24" 0.0925090504037873 0.134659350708733 0.0672713529856386 -Inf -Inf NA NA 0.134659350708733 2 0.0431646801463346 0.0848911175645513 0.019282287883335 NA NA NA NA 0.0848911175645513
"28.7" -0.42363683127572 -0.275746334569864 -0.017059273156834 -0.255404383975812 0.0359788359788359 0.0128298232873396 0.0128298232873396 0.0359788359788359 5 0.199976889620043 0.182127869649145 0.0856721484568686 0.239115699295039 0.0440620402555568 0.0100934484445892 0.0100934484445892 0.0440620402555568
"3.22" 0.0149789341881985 0.172835207723068 0.182773320188771 0.132572252714652 -0.285060708841414 0.0256410256410257 0.0256410256410257 0.182773320188771 3 0.0724621861034809 0.104153723954538 0.1329743873437 0.158313834167229 0.358297991508875 0.0217906816820189 0.0217906816820189 0.1329743873437
"311.460" 0.0110867446393762 0.0129142300194932 0.0215338693957116 0.0307931286549709 0.20446917505741 0.250591016548463 -Inf 0.250591016548463 6 0.123268528845834 0.138673000748534 0.158764893009416 0.170843035803808 0.168802489421834 0.296601830056998 NA 0.296601830056998
"311.6" 0.12281545614879 0.0608198385976164 0.00179039067927966 0.104190048634493 0.418149751483085 0.401821658615137 -Inf 0.418149751483085 5 0.0979603936988659 0.114914637779071 0.133180879157289 0.144432808484191 0.127957635158762 0.257889879529599 NA 0.127957635158762
"313.10" -0.0618160774410774 0.0844957511624178 0.18442265795207 0.173148148148148 0.349454520186228 0.00351004599370608 NA 0.349454520186228 5 0.110945687413987 0.123008931142426 0.14270129774749 0.187305546145358 0.215142663642074 0.0337104344091981 NA 0.215142663642074
"42.2" -0.227814228646932 -0.369655229071391 -0.507046717966974 -0.900225825691092 -1.04496898490771 -0.683265629837738 -0.353426186776022 -0.227814228646932 1 0.0926015956037039 0.131012317522621 0.176142407603055 0.293450225968268 0.358591524204029 0.293544920658333 0.249044210524443 0.0926015956037039
"48.1" 0.0243606701940036 -0.00661375661375652 -0.0675338036449147 -0.0875587889476777 -0.0783730158730158 0.0693644261545496 0.0681481481481483 0.0693644261545496 6 0.0268038049229619 0.0507749031572632 0.0712463527835663 0.0819020277092476 0.08674044917713 0.0888865030775588 0.0662289055451222 0.0888865030775588
"48.5" -0.0251978474200696 0.0757201646090536 0.109243431465654 0.0172839506172839 0.0478949034504591 0.207498263053819 -0.00545199805068219 0.207498263053819 6 0.112069434995565 0.164021544640474 0.175549740605775 0.22759223594214 0.226670306731514 0.183695856951587 0.179266728979262 0.183695856951587
"50.1" 0.256927297668038 0.346456332876086 0.350434385002286 0.362185642432556 0.302834933699131 0.217188418577308 0.348645181978515 0.362185642432556 4 0.0972000147046011 0.116266461858065 0.156445686110343 0.189195013002192 0.194836517619663 0.226136926528207 0.15765743280131 0.189195013002192
"55.4" -0.0481226053639847 -0.0243623707859333 0.016604840134252 0.0222479423868313 0.0348583877995642 0.023359961268458 0.0268874643874644 0.0348583877995642 5 0.0593267851026494 0.0515273575786857 0.0568870545171273 0.0218164681794792 0.0326302926467236 0.0252407038349212 0.0188479701162496 0.0326302926467236
"6.10" -0.0531764220165341 -0.000254881807797203 0.0632690994626646 0.159120365875439 -0.0593551044400475 0.0208333333333334 0.0204847513943278 0.159120365875439 4 0.0552102843240464 0.0952609478536381 0.118550756209248 0.162181866867764 0.518727493991217 0.0196418550329574 0.0193160035905531 0.162181866867764
