OBJECTID	COMPOUND_KEY_12	FELTNR	STATION_NAME	AREAL_NOR	AREAL_UTM33	MERKNAD	NODE_TETTH	REG_DATO	REGULERT	GRAD_1085	GRAD_FELT	GRAD_ELV	HEIGHT_MIN	HEIGHT_10	HEIGHT_20	HEIGHT_30	HEIGHT_40	HEIGHT_50	HEIGHT_60	HEIGHT_70	HEIGHT_80	HEIGHT_90	HEIGHT_MAX	FELT_LE_KM	ELV_LE_KM	VINKEL_TERR	JORDBRUKPRO	MYRPRO	EFF_MYR	EFF_SJO	SKOGPRO	BREPRO	SJOPRO	SNAUFJPRO	URBANPRO	INTENS_MAX	NORM_AAR	UTMSONE_TPKT	UTM_OST_TPKT	UTM_NORD_TPKT	UTMSONE_INNL	UTM_OST_INNL	UTM_NORD_INNL	SUM_AREALPRO	VASSOMR
3588	200028000	40	Aulestad	866.25	866.25	 	0	20140220	1915	10.60633583	16.22	11.34039014	199	500	658	750	812	850	884	918	961	1026	1513	49.02666	66.75255353	329.82	6.464646465	13.62193362	0	0.042597728	57.95093795	0	2.424242424	7.84992785	0.115440115	0	0	33	229190	6807871	33	217938	6830148	90	2
3966	12100020000	1630	Åmot	282.36	282.2	 	0	20150611	0	12.63838453	22.7	18.04187138	205	286	336	377	418	460	509	552	627	746	1226	23.5486731	40.40600803	313.3	3.35	14.74	0	0.688412547	59.29	0	4.92	13.97	0.03	0	0	33	244672	7001855	33	241874	6988760	96.3	121
4637	2400003000	860	Møska	121.41	121.41	 	0	20121213	0	14.60817858	29.33	17.97593232	8	221	260	288	308	325	343	369	400	454	613	19.5431101	30.485206	209.08	0.97	3.08	0	1.705974885	76.92	0	9.04	8.44	0	0	0	33	34193	6484718	33	39956	6492395	98.82	24
2493	1200097000	444	Bergheim	4248.54	4248.54	 	0	20111209	1935	-999	20.82	-999	152	700	850	940	1002	1071	1139	1225	1338	1500	1930	106.8145294	-999	264.42	1.73	7.06	0	0.293031323	34.63	0.94	6.39	44.73	0.19	0	0	33	139680	6745597	33	83515	6746305	95.67	12
2494	8400011000	1421	Hovefoss	234.13	234.13	 	0	20121213	0	22.19605015	36.37	26.19976806	20	255	389	473	549	627	704	783	869	1009	1469	30.70649639	42.71030177	301.67	3.14	4.94	0	0.454766548	26.03	0.03	4.52	55.96	0.03	0	0	33	22004	6861837	33	37154	6862323	94.67	84
2496	300022000	330	Høgfoss	299.29	299.29	 	0	20121213	0	3.340892409	0	3.289289453	47	94	110	122	138	153	169	184	202	227	347	34.28772268	62.65790923	0	20.02	1.19	0	0.56318631	71.73	0	2.39	0	1.43	0	0	0	0	0	0	0	0	96.76	3
2499	1200209000	526	Urula	542.89	542.89	 	0	20110307	0	-999	19.36	-999	221	527	603	679	763	840	897	949	1004	1060	1279	35.28222989	-999	177.82	1.04	5.47	0	0.378967715	66.23	0	4.5	20.67	0.01	0	0	33	203561	6727332	33	196454	6735232	97.92	12
2504	2200004000	831	Kjølemo	1757.7	1757.7	 	0	20121213	1934	44.27123928	24.14	33.25954793	10	218	288	367	455	560	678	767	836	904	1160	102.1742156	6.415	163.75	1.28	6.15	0	0.384068027	47.14	0	7.88	33.02	0.04	0	0	33	62001	6521250	33	62720	6568597	95.51	22
2512	4100001000	1055	Stordalsvatn	130.61	130.61	 	0	20110304	0	34.92147886	0	36.92572716	51	89	251	441	583	681	764	864	931	1036	1294	23.06831605	29.43747039	273.13	3.11	1.05	0	6.679458206	24.81	0	10.6	57.52	0	0	0	33	5072	6654090	33	15523	6660111	97.09	41
2532	200614000	311	Rosten	1833.91	1833.91	 	0	20110118	0	8.73	7.53	13.16	319	675	900	1027	1108	1186	1263	1340	1431	1545	2207	72.86034903	102.35	327.4	3.21	2.05	0	0.019164343	21.57	0.36	1.44	67.6	0.1	0	0	33	183101	6899977	33	138954	6897623	96.33	2
2570	7300027000	1277	Sula	30.32	30.32	 	0	20121213	0	22.6844167	18.13	35.11258116	1006	1240	1264	1296	1325	1349	1392	1426	1467	1521	1808	11.00867736	13.81271282	263.91	0	0.56	0	3.781765064	0.13	0.43	9.14	89.48	0	0	0	33	131694	6796541	33	136045	6794212	99.74	73
2576	1600122000	677	Grovåi	42.69	42.69	 	0	20100420	0	25.36	24.65	20.47	717	790	822	848	880	914	946	992	1048	1093	1199	12.05	18.53	147.22	0	11.64	0	0.27	59.79	0	3.1	21.85	0	0	0	33	120852	6634750	33	119320	6640840	96.38	16
2580	17400003000	2026	Øvstevatn	28.442	28.44	 	0	20040202	0	98.5292651	0	82.8244288	275	334	430	504	605	727	830	919	1009	1148	1541	6.648141025	7.686379601	0	0.53	2.81	0	0.901499974	23.66	6.08	1.62	54.29	0	0	0	0	0	0	0	0	0	88.99	174
2605	2100047000	822	Lislefjødd	19.01	19.01	 	0	20131204	0	37.64960832	16.24	48.06203797	890	1046	1070	1089	1106	1127	1159	1220	1288	1345	1432	7.764167203	10.37638063	280.68	0	12.41	0	0.045553421	5.05	0	2.21	79.8	0	0	0	33	75975	6628636	33	75508	6626140	99.47	21
2624	200011000	29	Narsjø	119.1319372	119.13	 	0	20110118	0	68.79397603	12.29	64.49435253	737	777	824	879	915	939	968	1004	1052	1106	1593	17.89035257	0.775261679	307.73	0.41	11.73	0	1.65157618	23.86	0	3.12	48.13	0	0	0	33	320761	6912838	33	325149	6903553	87.25	2
2632	15100015000	1827	Nervoll	634.7670968	653.36	 	0	20111209	0	8.230666169	0	7.860582259	345	599	678	730	774	827	874	917	986	1083	1692	31.49160162	67.55224773	0	0	4.95	0	0.16648481	25.86	1.6	2.16	55.51	0	0	0	0	0	0	0	0	0	90.08	151
2633	24700003000	2216	Karpelva	110.39	128.89	 	0	20120307	0	10.26286258	0	10.80083522	20	108	138	165	179	192	207	228	252	279	404	18.02587128	24.16479788	0	0.34	12.55	0	0.348562459	51.25	0	4.99	11.97	0	0	0	0	0	0	0	0	0	80.99	247
2660	4800005000	1098	Reinsnosvatn	120.5	120.5	 	0	20110304	0	85.80687256	31.53	82.1653965	595	763	940	1060	1174	1232	1278	1325	1379	1442	1635	11.00935996	10.65959683	273.23	0.11	0.54	0	3.299732425	9.53	1	9.38	76.37	0	0	0	33	41328	6677689	33	48178	6678861	96.93	48
2663	12700011000	1729	Veravatn	97.51365887	176.13	 	0	20131204	0	11.4	6.37	15.17	361	400	441	466	495	518	548	583	638	733	1215	21.45849155	27.83	316.45	0.36	20.68	0	3.648849957	33.54	0	4.76	25.09	0.01	0	0	33	375691	7079492	33	381539	7089093	84.44	127
2675	200604000	305	Elverum	15388.86254	15451.76	 	0	20140605	1913	1.891170192	0	2.04976516	180	466	606	695	757	817	877	943	1026	1155	2170	226.2545732	334.1846243	0	1.805619554	10.14123957	0	0.096668794	51.55399773	0	2.769911	26.87072541	0.122963339	0	0	0	0	0	0	0	0	92.57	2
2679	12400002000	1701	Høggås Bru	494.72	494.72	 	0	20120412	0	7.45	15.46	12.46	98	378	402	434	469	505	547	597	648	750	1246	39.8048992	60.9	316.43	0.45	26.17	0	2.385064607	28.65	0	7.38	27.48	0	0	0	33	337463	7053085	33	356895	7051045	90.13	124
2696	5500005000	1137	Dyrdalsvatn	3.31	3.31	 	0	20110304	0	78.95599379	39.66	85.80119646	436	450	472	493	533	581	624	658	699	749	802	2.164935442	0.472837229	264.42	0	2.72	0	4.086625672	0	0	3.93	93.35	0	0	0	33	-21356	6728661	33	-21193	6729875	100	55
2702	6200018000	1175	Svartavatn	72.35	72.35	 	0	20140213	0	32.29124899	40.83	33.36938004	219	399	514	594	675	754	821	877	932	984	1109	14.29975384	21.51253632	264.42	0.58	0.18	0	0.322817722	21.66	0	3.07	65.46	0	0	0	33	8352	6764049	33	15734	6769005	90.95	62
2710	3600009000	1010	MIDDAL	45.87	45.87	 	0	20121213	0	72.17128194	29.37	72.4275475	837	1115	1225	1303	1367	1407	1454	1492	1525	1565	1683	8.795298696	9.274233675	273.22	0	0.11	0	0.154534699	1.61	2.53	3.79	91.32	0	0	0	33	56873	6673495	33	60203	6669772	99.44	36
2718	20300002000	2103	Jægervatn	92.48	92.48	 	0	20040202	0	30.36486282	0	29.59473949	3	20	66	109	169	263	386	518	702	956	1533	13.66909377	18.17890643	0	0.29	5.92	0	7.793917645	29.67	7.39	9.91	43.88	0	0	0	0	0	0	0	0	0	97.06	203
2723	10500001000	1561	Øren	137.59	137.59	 	0	20090929	0	9.71	19.98	20.63	7	71	106	148	184	235	282	329	381	473	795	18.13	23.07	318.55	3.35	15.93	0	4.73491474	57.4	0	8.19	9.59	0.02	0	0	33	137221	6987463	33	142707	6995310	94.48	105
2728	10300040000	1535	Rauma v/Horgheim	1099.42	1099.42	 	0	20111209	1922	22.69	28.72	19.42	61	671	886	1050	1159	1241	1322	1397	1482	1571	2012	51.4	75.21	330.83	1.12	1.09	0	0.07851521	16.97	2.19	3.81	72.76	0.02	0	0	33	124853	6949639	33	140244	6904165	97.96	103
2806	1600132000	682	Gjuvå	33.1	33.1	 	0	20100420	0	34.56	19.75	47.01	459	789	871	953	1012	1084	1138	1170	1243	1324	1619	12.28	17.86	157.47	0.36	6.65	0	1.88	27.57	0	7.16	55.02	0	0	0	33	150573	6646752	33	149063	6651566	96.76	16
2821	1200171000	502	Hølervatn	79.75	79.75	 	0	20110307	0	-999	11.58	-999	780	819	830	842	867	902	936	970	1017	1060	1203	14.21174594	-999	174.46	0.26	17.96	0	2.303291577	57.12	0	6.56	9.32	0.01	0	0	33	190583	6742214	33	184146	6740119	91.23	12
2845	8600012000	1450	Skjerdalselv	23.66	23.66	 	0	20141114	0	88.47416623	52.84	97.11422153	291	417	620	781	915	1042	1117	1170	1229	1328	1465	6.813408282	5.787	303.74	0	0.316990702	0	0.986121006	14.75591716	16.91409552	3.751056636	58.84668216	0	0	0	33	24075	6888476	33	20745	6882367	94.99	86
2850	600071000	354	Sinnerdammen	7.63	7.63	 	0	20140306	0	-999	0	-999	482	507	521	533	545	558	571	584	598	616	660	3.916384487	-999	0	0	4.46	0	1.892483589	91.35	0	4.06	0	0	0	0	0	0	0	0	0	0	99.87	6
2862	1200114000	456	Garhammerfoss	492.53	492.53	 	0	20110307	0	-999	19.48	-999	131	213	256	320	389	446	507	570	639	797	1227	34.75204724	-999	177.82	2.39	3.27	0	0.278965921	82.42	0	3.38	6.67	0.19	0	0	33	215284	6697341	33	219633	6715445	98.32	12
2889	8800004000	1472	Lovatn	234.88	234.88	 	0	20121213	0	5.103939603	0	65.28789409	52	211	614	930	1174	1337	1487	1592	1666	1744	2071	21.56658868	18.809	0	0.17	0.01	0	4.493769532	14.9	36.8	5.12	40.31	0	0	0	0	0	0	0	0	0	97.31	88
2890	13800001000	1768	Øyungen	239.07	239.07	 	0	20100812	0	11.61373496	0	17.45571907	103	179	207	234	264	294	337	388	438	500	682	21.32504099	29.04606782	0	0.15	18.75	0	1.442086448	39.6	0	6.13	26.57	0.01	0	0	0	0	0	0	0	0	91.21	138
2896	16800002000	1987	Mørsvik Bru	31.23	31.23	 	0	20100921	0	36.51	34.15	40.36	76	148	241	313	339	367	407	471	586	779	1094	6.928854315	10.09	305.59	0.03	3.97	0	4.275973554	52.39	0	9.35	28.53	0	0	0	33	538910	7514218	33	541531	7514204	94.27	168
2908	1500079000	602	Orsjoren	1177.29	1177.29	 	0	20111209	1953	3.377901209	9.29	4.885834447	951	1138	1169	1195	1216	1229	1244	1262	1288	1323	1537	60.24913666	97.89115968	268.36	0	4.61	0	0.042083672	1.56	0	12.9	79.67	0	0	0	33	101316	6704919	33	73056	6708045	98.74	15
2926	5000001000	1109	Hølen	232.73	232.73	 	0	20110304	0	21.25184412	25.43	29.39147801	123	1023	1153	1197	1230	1277	1324	1359	1390	1431	1686	27.93630598	45.04707111	268.36	0	0.32	0	1.994813417	1.84	0.34	8.33	88.15	0	0	0	33	53226	6708428	33	62890	6698561	98.98	50
2941	23400013000	2189	Vækkava	2079.25	2079.25	 	0	20131204	0	-999	0	-999	178	349	377	390	400	414	426	440	457	484	1020	50.94006662	-999	0	0	10.67	0	0.867621941	31.71	0	10.53	37.48	0	0	0	0	0	0	0	0	0	90.39	234
3044	1600140000	687	Kvenna	822.26	822.26	 	0	20100420	0	3.530318424	16.21	8.428579917	937	1153	1197	1232	1260	1285	1310	1334	1362	1400	1620	48.69793546	61.56196332	273.23	0	3.44	0	0.987255213	0.96	0.04	9.67	85.08	0	0	0	33	82162	6679997	33	57606	6693218	99.19	16
3053	1500049000	586	Halledalsvatn	59.13	59.13	 	0	20111209	0	-999	12.55	-999	846	886	937	964	994	1028	1049	1066	1082	1101	1185	11.04181578	-999	268.37	0	5.33	0	3.805914746	61.35	0	5.38	19.62	0	0	0	33	137885	6726629	33	133496	6728682	91.68	15
3055	2800007000	949	Haugland	139.35	139.35	 	0	20111212	0	10.25248363	15.81	9.300467291	16	61	97	115	152	178	209	244	264	301	432	17.30700526	27.31045571	248.88	20.18	1.35	0	0.430424861	7.15	0	6.11	61.26	0.19	0	0	33	-42799	6540941	33	-24009	6541612	96.24	28
3067	1200286000	543	Jaren ndf.	113.26	113.26	 	0	20110307	0	-999	17.08	-999	198	239	274	308	344	374	399	432	487	541	766	19.19719496	-999	185.97	36.5	1.22	0	1.208755829	44.46	0	2.33	0	2.55	0	0	33	257442	6696475	33	262175	6688408	87.06	12
3174	31300010000	2255	Magnor	356.1806763	358.17	 	0	20150611	0	-999	0	-999	127	156	179	197	218	240	267	299	321	351	458	28.95280813	-999	0	7.54	5.25	0	0.348001073	81.42	0	4.03	0	0.45	0	0	0	0	0	0	0	0	98.69	313
3205	21200049000	2157	Halsnes	144.764	144.89	 	0	20110913	0	27.53170045	27.99	23.40848809	30	196	316	382	459	531	614	686	741	825	1146	20.49649882	25.47366569	332.63	0.12	1.19	0	0	12.77	0	3.52	73.9	0	0	0	33	795138	7781398	33	789617	7774685	91.5	212
3209	2000002000	776	Austenå	276.42	276.42	 	0	20110715	0	11.44	22.42	13.23	228	602	666	708	738	763	792	819	852	895	1146	41.58	52.78	131.88	0.07	5.59	0	1.61	61.87	0	11.9	20.28	0	0	0	33	91936	6561043	33	86791	6579975	99.71	20
3228	1600075000	645	Tannsvatn	118.28	118.28	 	0	20100420	0	12.79	19.71	14.77	697	737	794	835	871	905	923	955	1012	1072	1287	14.61	20.12	145.9	1.56	19.48	0	4.59	53.16	0	6.69	16.4	0.12	0	0	33	113848	6639848	33	111054	6649072	97.41	16
3233	600010000	343	Gryta	7.03	7.03	 	0	20140306	0	45.25	21.04	43.68	165	234	263	283	294	300	310	327	346	366	435	3.410899453	4.86	192.31	0	1.56	0	0.406404768	94.47	0	2.84	0	0	0	0	33	267037	6657642	33	267766	6659949	98.87	6
3235	8200004000	1396	Nautsundvatn	218.959	218.96	 	0	20080102	0	-999	34.4	-999	45	153	256	326	397	464	530	577	620	676	904	21.99955443	-999	282.13	1.51	1.23	0	2.170403228	39.5	0	7.53	40.28	0	0	0	33	-4628	6826562	33	6691	6826122	90.05	82
3245	8300002000	1401	Viksvatn	508.13	508.13	 	0	20121213	2009	14.16349376	39.41	19.34347186	143	302	482	625	731	842	935	1021	1119	1261	1635	44.08589452	56.29496131	282.14	1.83	1.06	0	3.434951154	22.52	4.93	9.53	57.3	0	0	0	33	35853	6835396	33	54636	6846665	97.17	83
3252	19100002000	2065	Øvrevatn	524.858615	526.02	 	0	20111209	0	130.4532562	55.79	126.9766769	8	137	233	340	449	564	680	786	886	1044	1503	36.81510739	2.04415493	328.25	2.02	2.54	0	0.601550601	35.22	0.55	2.75	52.3	0.01	0	0	33	627110	7628801	33	625516	7609000	95.39	191
3255	2600020000	899	Årdal	77.25	77.25	 	0	20120425	0	23.36510724	35.58	32.04543301	113	245	340	402	449	478	505	534	568	602	748	13.08431091	17.69019629	219.06	2.16	2.24	0	2.271968148	38.08	0	8.98	24.64	0	0	0	33	7264	6525998	33	12381	6531552	76.09	26
3262	200265000	158	Unsetåa	618.36	618.36	 	0	20110118	0	12.45	15.52	12.43	338	569	736	834	893	926	957	1000	1051	1106	1433	39.64729063	58.95	313.69	1.07	7.72	0	0.091300183	40.52	0	1.01	46.55	0	0	0	33	297653	6894284	33	303296	6912159	96.87	2
3276	2400009000	861	Tingvatn	272.16	272.16	 	0	20080304	0	12.2	27.31	14.8	185	318	426	486	540	588	623	660	707	767	964	30.26	42.95	240.74	1.15	6.13	0	3.11556022	37.08	0	9.51	36.52	0.03	0	0	33	45718	6515544	33	48530	6528898	90.42	24
3277	200439000	255	Kvarstadseter	377.09	377.09	 	0	20110118	0	8.955044483	8.79	11.19265978	669	759	816	850	884	912	935	962	991	1032	1191	32.89371875	37.81853539	186.77	0.28	29.57	0	0.053158101	40.35	0	2.41	16.73	0	0	0	33	272289	6802732	33	265099	6817481	89.34	2
3290	6200010000	1167	Myrkdalsvatn	158.28	158.28	 	0	20140213	0	38.70194581	30.95	36.10634348	229	505	677	818	915	975	1035	1090	1158	1235	1431	18.04014569	27.21654716	263.91	1.76	2.82	0	1.121490238	14.39	0	3.68	72.3	0	0	0	33	38785	6779028	33	47783	6783890	94.95	62
3305	17700004000	2047	Sneisvatn	29.25	29.25	 	0	20111209	0	21.90966282	0	18.6025439	18	88	138	191	235	302	387	457	556	624	970	7.277061114	9.676095966	0	0	1.71	0	2.273468157	19.97	0	10.05	54.5	0	0	0	0	0	0	0	0	0	86.23	177
3329	1600066000	643	Grosettjern	6.6	6.6	 	0	20100420	0	43.95	18.15	30.84	939	952	965	979	991	1005	1017	1025	1037	1058	1058	2.46	3.52	152.92	0	20.22	0	3.06	66.82	0	7.1	2.47	0	0	0	33	125795	6652796	33	126372	6654040	96.61	16
3429	200323000	201	Fura	42.47	42.47	 	0	20141114	0	29.44006961	7.33	30.62197021	349	427	477	517	550	575	598	622	652	690	758	10.20520727	12.40939095	194.01	1.393630798	14.95761714	0	2.26515E-05	79.98734401	0	0.0544502	0	0.160407346	0	0	33	298583	6760941	33	297804	6764027	95.58	2
3435	7900003000	1367	Nessedalselv	30	30	 	0	20140220	0	72.02753759	45.9	79.4259519	289	431	574	693	760	820	886	949	1040	1129	1346	8.060868685	10.90323728	282.12	0	0	0	1.325246556	23.33333333	0	3.333333333	66.66666667	0	0	0	33	34836	6813391	33	38691	6814376	98	79
3443	2500032000	881	Knabåni	49.1	49.1	 	0	20120412	0	43.12	27.63	36.44	378	516	603	651	702	758	797	835	859	893	988	11.29	15.23	231.75	0.39	4.78	0	0.445491688	12.27	0	5.94	67.91	0.08	0	0	33	40219	6531270	33	45175	6534263	91.37	25
3445	20800003000	2126	Svartfossberget	1918.95	1932.29	 	0	20120307	1960	5.571581088	13.85	4.624412303	90	464	510	562	622	673	717	760	806	873	1361	64.65504589	83.27977151	0	0.04	4.26	0	0.035946926	15.19	0	2.76	72.78	0	0	0	33	771458	7707618	33	788002	7711979	95.03	208
3467	16000007000	1907	Skauvoll	19.66	19.66	 	0	20111209	0	22.30399255	36.6	48.81476591	236	375	389	407	429	458	486	529	617	758	1060	11.02872382	11.29842558	260.15	0	0	0	1.486746618	12.18	0	7.83	58.41	0	0	0	33	457504	7423820	33	454977	7420678	78.42	160
3495	1500021000	567	Jondalselv	125.9	125.9	 	0	20111209	0	-999	17.65	-999	229	351	416	477	527	574	636	692	724	753	920	19.05100078	-999	165.68	1.29	5.01	0	0.249345038	77.12	0	3.37	9.45	0.02	0	0	33	185381	6634995	33	179033	6642588	96.26	15
3528	14800002000	1808	Mevatnet	108.47	108.47	 	0	20111209	0	1.619603151	29.3	3.075065752	15	37	56	92	121	158	208	265	329	410	783	14.1349576	21.40442036	295.63	1.37	2.15	0	4.018579748	59.91	0	9.52	17.4	0	0	0	33	388540	7246044	33	397269	7244423	90.35	148
3542	4200002000	1063	Djupevad	31.9	31.9	 	0	20110304	0	61.79	43.06	56.69	88	205	282	348	435	526	652	747	841	924	1152	8.23	14.6	273.22	0	1.41	0	0.343063183	42.56	0	2.79	50.39	0	0	0	33	-9299	6668652	33	-10405	6673395	97.15	42
3545	15200004000	1835	Fustvatn	525.69	525.69	 	0	20100701	0	91.84177282	26.21	105.3258149	39	83	175	256	346	436	509	591	685	811	1530	25.20188712	0.159694943	276.82	1.53	4.83	0	2.745644893	37.45	0.54	5.89	37.21	0.01	0	0	33	432753	7311666	33	440401	7313040	87.46	152
3572	2600029000	908	Refsvatn	52.95	52.95	 	0	20140306	0	18.38	38.24	20.38	35	174	223	240	266	297	329	355	387	428	545	12.99	16.67	224.73	1.59	1.08	0	1	22.7	0	9.3	58.68	0	0	0	33	97	6502792	33	4920	6502595	93.35	26
3585	2200022000	846	Søgne	203.58	203.58	 	0	20121213	0	6.54053308	24.21	7.129909254	6	57	108	144	173	198	224	250	278	311	485	29.63410732	50.35267452	163.75	4.99	5.99	0	0.086068604	81.51	0	3.88	0.11	1	0	0	33	76880	6475749	33	74425	6490195	97.48	22
3622	10900029000	1580	Dalavatn	85.44	85.44	 	0	20110715	0	25.49535818	0	22.93196619	440	742	856	1007	1110	1178	1255	1309	1373	1477	1808	12.91392283	14.434	0	0	2.18	0	0.372014148	12	0.83	4.73	73.3	0	0	0	0	0	0	0	0	0	93.04	109
