"Jan" "Feb" "Mar" "Apr" "Mai" "Jun" "Jul" "Max_corr" "Month" "R_sig"
"311.6" 0.257348760645179 0.274833998400355 0.309866731394629 0.43204938241872 0.557312581270012 0.827068174677305 0.43460868122152 0.827068174677305 6 0.382616137913506
"313.10" 0.322208380558928 0.50265206559435 0.637409143720354 0.695810797582579 0.782538876202298 0.209644192270105 0.685879459186886 0.782538876202298 5 0.22621727456275
"42.2" -0.197144653735327 -0.0402149014688836 -0.0901923098852145 -0.088737714675661 0.0467533583519145 0.0259731662603073 0.0224703346022601 0.0467533583519145 5 0.382616137913506
"48.1" 0.0582865867927112 0.228179551909163 0.314433248596289 0.334142143950011 0.304231039257012 0.464950729482506 0.392067299427357 0.464950729482506 6 0.22621727456275
"48.5" 0.126320309363874 0.254875437197023 0.323402070626699 0.334560798573966 0.343046726784216 0.520906821677377 0.627678789110818 0.627678789110818 7 0.382616137913506
"50.1" 0.421815459466103 0.495388079147051 0.498573277142974 0.509942388658384 0.520470548296348 0.584386801536799 0.693161456351843 0.693161456351843 7 0.22621727456275
"55.4" -0.251364245330263 -0.222419660351377 -0.0908553647596785 -0.313535818870824 -0.09256772198414 -0.158595568969054 -0.271400552488956 -0.0908553647596785 3 0.382616137913506
"6.10" 0.0570656294143362 0.269597798869002 0.373963988874313 0.596909086084896 0.707220267903659 0.157320607925311 0.256398278527377 0.707220267903659 5 0.22621727456275
"62.10" 0.173053216110048 0.188687125062621 0.219034448134238 0.251181195733848 0.31652299914089 0.435685121245273 0.563965299727754 0.563965299727754 7 0.382616137913506
"62.5" 0.10187058882004 0.209758481590372 0.381489932383569 0.476929912633893 0.441661394028371 0.671990720940744 0.708369937754044 0.708369937754044 7 0.22621727456275
"72.5" 0.432616326605626 0.349953856031205 0.426460694887095 0.413267446629977 0.399890782821529 0.471718373044865 0.558022390910949 0.558022390910949 7 0.382616137913506
"73.27" 0.114343117679037 0.0205445933559865 0.0655130785454462 0.161149774357846 0.109526646206561 0.39580696816201 0.459285777833194 0.459285777833194 7 0.22621727456275
"75.23" 0.20190420636167 0.307089989106331 0.291875167977634 0.399116529987288 0.452478318002874 0.517949713842635 0.526398933956296 0.526398933956296 7 0.382616137913506
"76.5" -0.198469144697394 -0.138823889312084 -0.191831554655036 -0.0674362052435424 -0.0565433301655865 -0.0459361950255465 0.10628519923457 0.10628519923457 7 0.22621727456275
"77.3" -0.0375962363461013 0.0408475263730738 0.0777571350152513 0.157588774772567 0.0980937296927998 0.265006063798454 0.321880186305213 0.321880186305213 7 0.382616137913506
"78.8" -0.143235038632598 -0.124535375662988 -0.155189571753124 -0.07580782216056 -0.0297998032205367 0.0121356257787971 0.129528729976033 0.129528729976033 7 0.22621727456275
"79.3" 0.0504057508849004 0.122975773994242 0.227830584377912 0.235886076570348 0.319807302527337 0.613948357039441 0.621540075782942 0.621540075782942 7 0.382616137913506
"8.2" -0.0709983736822634 0.0112394170270872 0.0843275862565728 0.0526743935389151 0.255697028895799 0.140170992247368 0.333335411346929 0.333335411346929 7 0.22621727456275
"8.6" -0.156144402340933 0.00723511157066473 0.134804291449235 0.191819285685625 0.138763899627361 0.00764427753057053 0.172820074940797 0.191819285685625 4 0.382616137913506
"82.4" -0.475588384620014 -0.0574615946573214 0.10075589817649 0.328720508514624 0.0204701140647981 0.0692648059056186 0.0886544614577773 0.328720508514624 4 0.22621727456275
"83.2" 0.216293087124991 0.468064009941333 0.516920050972742 0.609876793587964 0.626066752620298 0.673853963080967 0.773576805947896 0.773576805947896 7 0.382616137913506
"84.11" -0.300832466723977 0.0544248383988278 0.233089498995983 0.294141416270523 0.132769557833498 0.129804700564147 0.292346838828883 0.294141416270523 4 0.22621727456275
"86.12" -0.0143155032818598 0.251323681745449 0.217231344134281 0.211771777612879 0.169129761865981 0.138654365100156 0.0614114842382987 0.251323681745449 2 0.382616137913506
"87.10" 0.0708409473672787 0.175265415318582 0.199589044326986 0.33971822423883 0.381790374108698 0.355108045701943 0.341303315133351 0.381790374108698 5 0.22621727456275
"88.4" 0.0113245005578568 0.0533371123126092 0.00131423586338009 0.0593791544560107 0.121932554023509 0.131878746998445 0.244026377395035 0.244026377395035 7 0.382616137913506
"91.2" -0.157734248847465 0.19017716608697 0.0998903803450671 0.165763407851193 0.40425162343205 -0.533081096408264 0.128283887276339 0.40425162343205 5 0.22621727456275
"97.1" -0.0304291642516027 0.100114522076309 0.0804299238539983 0.346100290027884 0.496499935452487 0.302184588570782 0.284724620100303 0.496499935452487 5 0.382616137913506
"98.4" 0.0463869381189261 0.284796368177367 0.344065064673424 0.516211215458554 0.55906652875084 0.588046411323972 0.63665744778921 0.63665744778921 7 0.22621727456275
